song_id;song_name
1134;Chandelier
1135;All of Me
1136;All About That Bass
1137;Lovers on the Sun (feat. Sam Martin)
1138;Black Widow
1139;Habits (Stay High)
1140;Gecko (Overdrive) - Radio Edit
1141;You Know You Like It
1142;2 On (feat. ScHoolboy Q)
1143;My Love (feat. Jess Glynne)
1144;Bad Blood
1145;Na Na
1146;Under Control (feat. Hurts)
1147;CoCo
1148;Wiggle (feat. Snoop Dogg)
1149;Prayer in C - Robin Schulz Radio Edit
1150;Don't Tell 'Em
1151;Anaconda
1152;Blame (feat. John Newman)
1153;Turn Down for What
1154;Timber (feat. Ke$ha)
1155;Counting Stars
1156;Hot N*gga
1157;Am I Wrong
1158;Shower
1159;Nobody To Love - Radio Edit
1160;Team
1161;Me And My Broken Heart
1162;Jubel - Radio Edit
1163;Only Love Can Hurt Like This
1164;Hideaway
1165;Show Me (feat. Chris Brown)
1166;Talking Body
1167;Loyal (feat. Lil Wayne & Tyga)
1168;Love Runs Out
1169;Stolen Dance
1170;Don't
1171;Love Me Harder
1172;Bailando - Spanish Version
1173;Bang Bang
1174;I Got U
1175;Ready For Your Love
1176;Style
1177;Classic
1178;Problem
1179;Steal My Girl
1180;The Heart Wants What It Wants
1181;I Will Never Let You Down
1182;She Looks So Perfect
1183;Superheroes
1184;Shake It Off
1185;Night Changes
1186;Heroes (we could be)
1187;Ugly Heart
1188;A Sky Full of Stars
1189;Rather Be (feat. Jess Glynne)
1190;Stay The Night - Featuring Hayley Williams Of Paramore
1191;Elastic Heart
1192;Story of My Life
1193;Little Do You Know
1194;Post to Be (feat. Chris Brown & Jhene Aiko)
1195;Cool Kids
1196;Somebody
1197;Riptide
1198;Drunk in Love (feat. Jay-Z)
1199;Ghost
1200;"I See Fire - From ""The Hobbit - The Desolation Of Smaug"""
1201;New Flame (feat. Usher & Rick Ross)
1202;Money On My Mind
1203;Trumpets
1204;Bed Of Lies
1205;Uptown Funk (feat. Bruno Mars)
1206;Thinking out Loud
1207;See You Again (feat. Charlie Puth)
1208;What Do You Mean?
1209;Lean On (feat. MØ & DJ Snake)
1210;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack"
1211;"Love Me Like You Do - From ""Fifty Shades Of Grey"""
1212;Outside (feat. Ellie Goulding)
1213;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)
1214;Blank Space
1215;The Hills
1216;Daddy Issues
1217;Five More Hours
1218;The Nights
1219;No Type
1220;Sugar (feat. Francesco Yates)
1221;How Deep Is Your Love
1222;Wish You Were Mine - Radio Edit
1223;Centuries
1224;Chill Bill (feat. J. Davi$ & Spooks)
1225;Stressed Out
1226;Worth It (feat. Kid Ink)
1227;Way down We Go
1228;Like I Can
1229;Waiting For Love
1230;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)
1231;Wildest Dreams
1232;Time of Our Lives
1233;Runaway (U & I)
1234;Bitch Better Have My Money
1235;Drag Me Down
1236;Antidote
1237;Confident
1238;Same Old Love
1239;Do It Again
1240;My House
1241;Ayo
1242;Spirits
1243;Trap Queen
1244;7/11
1245;High By The Beach
1246;Never Forget You
1247;oui
1248;Hotline Bling
1249;Kill Em With Kindness
1250;Let It All Go
1251;679 (feat. Remy Boyz)
1252;Can't Feel My Face
1253;You Don't Own Me (feat. G-Eazy)
1254;Renegades
1255;Locked Away (feat. Adam Levine)
1256;Stole the Show
1257;The Less I Know The Better
1258;My Way (feat. Monty)
1259;Take Me To Church
1260;"Writing's On The Wall - From ""Spectre"" Soundtrack"
1261;All Eyes on You (feat. Chris Brown & Nicki Minaj)
1262;I Don't Fuck With You
1263;Firestone
1264;Sunset Lover
1265;Stitches
1266;I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)
1267;Where Are Ü Now (with Justin Bieber)
1268;Please Don't Go
1269;Fast Car
1270;Easy Love
1271;One Last Time
1272;Perfect
1273;Shine
1274;Lips Are Movin
1275;El Perdón - Forgiveness
1276;One Dance
1277;Panda
1278;Tuesday (feat. Danelle Sandoval)
1279;Cheap Thrills (feat. Sean Paul)
1280;Wherever I Go
1281;Work
1282;Hymn for the Weekend
1283;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
1284;Wait a Minute!
1285;Tiimmy Turner
1286;Me, Myself & I
1287;This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)
1288;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)
1289;Heathens
1290;Low Life (feat. The Weeknd)
1291;No Money
1292;Don't Let Me Down
1293;Girls Like (feat. Zara Larsson)
1294;Hear Me Now
1295;All Time Low
1296;NO
1297;Hotter Than Hell
1298;In the Name of Love
1299;This Is What You Came For (feat. Rihanna)
1300;I Took A Pill In Ibiza - Seeb Remix
1301;2 Phones
1302;Needed Me
1303;Alone
1304;I Know What You Did Last Summer
1305;My Way
1306;HandClap
1307;Alarm
1308;We Don't Talk Anymore (feat. Selena Gomez)
1309;DUELE EL CORAZON (feat. Wisin)
1310;The Ocean (feat. Shy Martin)
1311;Treat You Better
1312;Say It
1313;Adventure of a Lifetime
1314;Cake By The Ocean
1315;The Girl Is Mine
1316;Papercuts (feat. Vera Blue)
1317;Gold
1318;Work from Home (feat. Ty Dolla $ign)
1319;Pop Style
1320;PILLOWTALK
1321;Here
1322;Jumpman
1323;Dangerously
1324;Close
1325;Roses
1326;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"
1327;Just Hold On
1328;Tears (feat. Louisa Johnson)
1329;Good Grief
1330;The Greatest (feat. Kendrick Lamar)
1331;Not Nice
1332;i hate u, i love u (feat. olivia o'brien)
1333;1955
1334;All In My Head (Flex) (feat. Fetty Wap)
1335;Don't Mind
1336;Exchange
1337;Final Song
1338;Pink + White
1339;Too Good
1340;Shape of You
1341;No Lie
1342;Too Good At Goodbyes
1343;Rockabye (feat. Sean Paul & Anne-Marie)
1344;Don't Wanna Know (feat. Kendrick Lamar)
1345;Something Just Like This
1346;Little Dark Age
1347;goosebumps
1348;Bored
1349;Mask Off
1350;Swang
1351;Save That Shit
1352;Plain Jane
1353;Unforgettable
1354;Bank Account
1355;Dusk Till Dawn (feat. Sia) - Radio Edit
1356;Mi Gente
1357;Black Beatles
1358;Ain't My Fault
1359;Rolex
1360;XO Tour Llif3
1361;Whatever It Takes
1362;Swalla (feat. Nicki Minaj & Ty Dolla $ign)
1363;Magnolia
1364;Hold On
1365;Criminal
1366;Fetish (feat. Gucci Mane)
1367;Man's Not Hot
1368;Ciao Adios
1369;Human
1370;Gucci Gang
1371;Look What You Made Me Do
1372;SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)
1373;Tunnel Vision
1374;Jocelyn Flores
1375;Bad and Boujee (feat. Lil Uzi Vert)
1376;Rake It Up (feat. Nicki Minaj)
1377;Scared to Be Lonely
1378;Mama
1379;...Ready For It?
1380;2U (feat. Justin Bieber)
1381;Slippery (feat. Gucci Mane)
1382;Good Life (with G-Eazy & Kehlani)
1383;All Night
1384;New Rules
1385;Bodak Yellow
1386;Skin
1387;I Would Like
1388;Wild Thoughts (feat. Rihanna & Bryson Tiller)
1389;Congratulations
1390;Without You (feat. Sandro Cavazza)
1391;Chained To The Rhythm
1392;Juju on That Beat (TZ Anthem)
1393;Feels (feat. Pharrell Williams, Katy Perry & Big Sean)
1394;T-Shirt
1395;Rich Love (with Seeb)
1396;Pretty Girl - Cheat Codes X CADE Remix
1397;Glorious (feat. Skylar Grey)
1398;Scars To Your Beautiful
1399;It's A Vibe
1400;Middle Of The Night
1401;I Feel It Coming
1402;Paris
1403;Bounce Back
1404;Lonely Together (feat. Rita Ora)
1405;No Promises (feat. Demi Lovato)
1406;24K Magic
1407;It Ain't Me (with Selena Gomez)
1408;God's Plan
1409;rockstar (feat. 21 Savage)
1410;Ric Flair Drip (with Metro Boomin)
1411;Him & I (with Halsey)
1412;In My Mind
1413;Lucid Dreams
1414;FRIENDS
1415;Moonlight
1416;no tears left to cry
1417;Mo Bamba
1418;One Kiss (with Dua Lipa)
1419;Taste (feat. Offset)
1420;SICKO MODE
1421;Natural
1422;Taki Taki (with Selena Gomez, Ozuna & Cardi B)
1423;Pray For Me (with Kendrick Lamar)
1424;lovely (with Khalid)
1425;Walk It Talk It
1426;Solo (feat. Demi Lovato)
1427;Nonstop
1428;Call Out My Name
1429;Te Boté - Remix
1430;MotorSport
1431;X
1432;SAD!
1433;Sin Pijama
1434;Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)
1435;GUMMO
1436;Sick Boy
1437;King's Dead (with Kendrick Lamar, Future & James Blake)
1438;Plug Walk
1439;All The Stars (with SZA)
1440;Everyday
1441;Tip Toe (feat. French Montana)
1442;God is a woman
1443;Powerglide (feat. Juicy J) - From SR3MM
1444;German
1445;Nevermind
1446;we fell in love in october
1447;Wolves
1448;Jackie Chan
1449;Leave a Light On
1450;1, 2, 3 (feat. Jason Derulo & De La Ghetto)
1451;Silence
1452;Youngblood
1453;For You (Fifty Shades Freed) (& Rita Ora)
1454;Let You Down
1455;changes
1456;Corazón (feat. Nego do Borel)
1457;Yes Indeed
1458;Flames
1459;Vaina Loca
1460;How Long
1461;Better Now
1462;Look Alive (feat. Drake)
1463;River (feat. Ed Sheeran)
1464;Happier
1465;Be Alright
1466;Done for Me (feat. Kehlani)
1467;Stir Fry
1468;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)
1469;In My Feelings
1470;Jumanji
1471;The Way I Am
1472;Eastside (with Halsey & Khalid)
1473;Échame La Culpa
1474;17
1475;Anywhere
1476;Answerphone (feat. Yxng Bane)
1477;Trip
1478;Dura
1479;No Brainer
1480;2002
1481;"Finesse - Remix; feat. Cardi B"
1482;Let's Fall in Love for the Night
1483;The Greatest Show
1484;Bad At Love
1485;I'm Upset
1486;Never Be the Same
1487;Bad Vibe
1488;IDGAF
1489;Miss You (with Major Lazer & Tory Lanez)
1490;Mine
1491;Freaky Friday (feat. Chris Brown)
1492;I Like Me Better
1493;This Feeling
1494;Girls Like You (feat. Cardi B) - Cardi B Version
1495;Love Lies (with Normani)
1496;Nice For What
1497;LOVE. FEAT. ZACARI.
1498;Psycho (feat. Ty Dolla $ign)
1499;Old Town Road - Remix
1500;bad guy
1501;Señorita
1502;7 rings
1503;Sunflower - Spider-Man: Into the Spider-Verse
1504;Lost in the Fire (feat. The Weeknd)
1505;Ride It
1506;Shallow
1507;Nothing Breaks Like a Heart (feat. Miley Cyrus)
1508;Someone You Loved
1509;All Day And Night
1510;Pure Water (with Migos)
1511;ZEZE (feat. Travis Scott & Offset)
1512;Con Calma
1513;Let Me Down Slowly
1514;Clout (feat. Cardi B)
1515;Piece Of Your Heart
1516;Antisocial (with Travis Scott)
1517;Doin' Time
1518;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)
1519;Look Back at It
1520;My Type
1521;Ransom
1522;Keisha & Becky - Remix
1523;Don't Call Me Up
1524;Old Town Road
1525;Going Bad (feat. Drake)
1526;Wow.
1527;Juicy
1528;Swervin (feat. 6ix9ine)
1529;emotions
1530;Adan y Eva
1531;Money In The Grave (Drake ft. Rick Ross)
1532;Panini
1533;MIA (feat. Drake)
1534;Pop Out (feat. Lil Tjay)
1535;Robbery
1536;a lot
1537;The London (feat. J. Cole & Travis Scott)
1538;China
1539;Liar
1540;Leave Me Alone
1541;Money
1542;break up with your girlfriend, i'm bored
1543;Location (feat. Burna Boy)
1544;Don't Start Now
1545;Strike a Pose (feat. Aitch)
1546;Giant (with Rag'n'Bone Man)
1547;Take Me Back to London (feat. Stormzy)
1548;Please Me
1549;Vossi Bop
1550;Dance Monkey
1551;boyfriend (with Social House)
1552;Callaita
1553;Calma - Remix
1554;MIDDLE CHILD
1555;Soltera - Remix
1556;Better
1557;Suge
1558;Ladbroke Grove
1559;bury a friend
1560;Boasty (feat. Idris Elba)
1561;Only Human
1562;SOS (feat. Aloe Blacc)
1563;EARFQUAKE
1564;On A Roll
1565;3 Nights
1566;Wish You Well
1567;Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)
1568;Secreto
1569;Post Malone (feat. RANI)
1570;Nights Like This (feat. Ty Dolla $ign)
1571;Otro Trago
1572;Cross Me (feat. Chance the Rapper & PnB Rock)
1573;gone girl
1574;High Hopes
1575;One Thing Right
1576;How Do You Sleep?
1577;Options
1578;Sucker
1579;Cruel Summer
1580;The Git Up
1581;Dancing With A Stranger (with Normani)
1582;Circles
1583;Flowers
1584;Kill Bill
1585;As It Was
1586;Seven (feat. Latto) (Explicit Ver.)
1587;Ella Baila Sola
1588;Creepin' (with The Weeknd & 21 Savage)
1589;Calm Down (with Selena Gomez)
1590;Shakira: Bzrp Music Sessions, Vol. 53
1591;Anti-Hero
1592;I Wanna Be Yours
1593;TQG
1594;La Bebe - Remix
1595;I'm Good (Blue)
1596;Die For You
1597;un x100to
1598;Unholy (feat. Kim Petras)
1599;La Bachata
1600;Boy's a liar Pt. 2
1601;Starboy
1602;Yandel 150
1603;Cupid - Twin Ver.
1604;Die For You (with Ariana Grande) - Remix
1605;I Ain't Worried
1606;Here With Me
1607;golden hour
1608;Until I Found You (with Em Beihold) - Em Beihold Version
1609;LALA
1610;Quevedo: Bzrp Music Sessions, Vol. 52
1611;Hey Mor
1612;CLASSY 101
1613;Paint The Town Red
1614;Snooze
1615;Blinding Lights
1616;WHERE SHE GOES
1617;Like Crazy
1618;Escapism.
1619;vampire
1620;PRC
1621;See You Again (feat. Kali Uchis)
1622;Me Porto Bonito
1623;OMG
1624;AMG
1625;Romantic Homicide
